tanggal,pelabuhan,kapal_berangkat,kapal_tiba,penumpang_naik,penumpang_turun
2/2/2020,SABIRA,1,0,12,0
2/3/2020,SABIRA,0,1,0,8
2/4/2020,SABIRA,1,0,10,0
2/5/2020,SABIRA,0,2,0,15
2/6/2020,SABIRA,1,0,14,0
2/7/2020,SABIRA,0,1,0,3
2/8/2020,SABIRA,0,1,0,15
2/9/2020,SABIRA,1,0,12,0
2/10/2020,SABIRA,0,1,0,10
2/11/2020,SABIRA,3,2,32,21
2/12/2020,SABIRA,0,1,0,26
2/13/2020,SABIRA,1,0,20,0
2/14/2020,SABIRA,0,1,0,18
2/15/2020,SABIRA,1,1,16,9
2/16/2020,SABIRA,1,0,22,0
2/17/2020,SABIRA,0,1,0,36
2/18/2020,SABIRA,1,2,11,36
2/19/2020,SABIRA,3,1,47,17
2/20/2020,SABIRA,1,0,9,0
2/21/2020,SABIRA,0,1,0,10
2/22/2020,SABIRA,2,2,35,37
2/23/2020,SABIRA,1,0,19,0
2/24/2020,SABIRA,0,0,0,0
2/25/2020,SABIRA,0,0,0,0
2/26/2020,SABIRA,0,1,0,25
2/27/2020,SABIRA,1,0,4,0
2/28/2020,SABIRA,0,1,0,6
2/29/2020,SABIRA,1,0,11,0
3/1/2020,MUARA ANGKE,5,18,511,2212
3/2/2020,MUARA ANGKE,14,5,346,195
3/3/2020,MUARA ANGKE,5,7,199,224
3/4/2020,MUARA ANGKE,6,6,302,249
3/5/2020,MUARA ANGKE,6,6,126,276
3/6/2020,MUARA ANGKE,7,13,279,309
3/7/2020,MUARA ANGKE,15,6,1902,174
3/8/2020,MUARA ANGKE,4,15,206,1825
3/9/2020,MUARA ANGKE,10,5,211,262
3/10/2020,MUARA ANGKE,5,6,225,183
3/11/2020,MUARA ANGKE,7,5,352,213
3/12/2020,MUARA ANGKE,5,8,221,339
3/13/2020,MUARA ANGKE,9,15,388,262
3/14/2020,MUARA ANGKE,16,6,1776,345
3/15/2020,MUARA ANGKE,6,14,235,1708
3/16/2020,MUARA ANGKE,9,5,180,183
3/17/2020,MUARA ANGKE,5,6,203,118
3/18/2020,MUARA ANGKE,6,5,172,110
3/19/2020,MUARA ANGKE,5,6,111,176
3/20/2020,MUARA ANGKE,6,4,127,100
3/21/2020,MUARA ANGKE,5,3,111,41
3/22/2020,MUARA ANGKE,2,4,41,107
3/23/2020,MUARA ANGKE,5,3,83,62
3/24/2020,MUARA ANGKE,3,5,71,45
3/25/2020,MUARA ANGKE,5,2,91,19
3/26/2020,MUARA ANGKE,2,5,32,62
3/27/2020,MUARA ANGKE,3,2,39,29
3/28/2020,MUARA ANGKE,4,3,81,48
3/29/2020,MUARA ANGKE,3,4,69,77
3/30/2020,MUARA ANGKE,5,2,89,19
3/31/2020,MUARA ANGKE,1,2,8,32
3/1/2020,MARINA ANCOL,0,0,0,0
3/2/2020,MARINA ANCOL,0,0,0,0
3/3/2020,MARINA ANCOL,0,0,0,0
3/4/2020,MARINA ANCOL,0,0,0,0
3/5/2020,MARINA ANCOL,0,0,0,0
3/6/2020,MARINA ANCOL,0,0,0,0
3/7/2020,MARINA ANCOL,0,0,0,0
3/8/2020,MARINA ANCOL,0,0,0,0
3/9/2020,MARINA ANCOL,0,0,0,0
3/10/2020,MARINA ANCOL,0,0,0,0
3/11/2020,MARINA ANCOL,0,0,0,0
3/12/2020,MARINA ANCOL,0,0,0,0
3/13/2020,MARINA ANCOL,0,0,0,0
3/14/2020,MARINA ANCOL,0,0,0,0
3/15/2020,MARINA ANCOL,0,0,0,0
3/16/2020,MARINA ANCOL,0,0,0,0
3/17/2020,MARINA ANCOL,0,0,0,0
3/18/2020,MARINA ANCOL,0,0,0,0
3/19/2020,MARINA ANCOL,0,0,0,0
3/20/2020,MARINA ANCOL,0,0,0,0
3/21/2020,MARINA ANCOL,0,0,0,0
3/22/2020,MARINA ANCOL,0,0,0,0
3/23/2020,MARINA ANCOL,0,0,0,0
3/24/2020,MARINA ANCOL,0,0,0,0
3/25/2020,MARINA ANCOL,0,0,0,0
3/26/2020,MARINA ANCOL,0,0,0,0
3/27/2020,MARINA ANCOL,0,0,0,0
3/28/2020,MARINA ANCOL,0,0,0,0
3/29/2020,MARINA ANCOL,0,0,0,0
3/30/2020,MARINA ANCOL,0,0,0,0
3/31/2020,MARINA ANCOL,0,0,0,0
3/1/2020,UNTUNG JAWA,13,13,454,412
3/2/2020,UNTUNG JAWA,11,11,129,141
3/3/2020,UNTUNG JAWA,10,10,123,141
3/4/2020,UNTUNG JAWA,9,9,119,117
3/5/2020,UNTUNG JAWA,8,8,77,87
3/6/2020,UNTUNG JAWA,10,10,112,122
3/7/2020,UNTUNG JAWA,11,11,183,194
3/8/2020,UNTUNG JAWA,13,13,233,253
3/9/2020,UNTUNG JAWA,12,12,113,140
3/10/2020,UNTUNG JAWA,9,9,108,98
3/11/2020,UNTUNG JAWA,9,9,95,61
3/12/2020,UNTUNG JAWA,7,7,111,120
3/13/2020,UNTUNG JAWA,5,5,89,97
3/14/2020,UNTUNG JAWA,9,9,193,202
3/15/2020,UNTUNG JAWA,12,12,283,323
3/16/2020,UNTUNG JAWA,7,7,118,140
3/17/2020,UNTUNG JAWA,8,8,112,120
3/18/2020,UNTUNG JAWA,7,7,104,127
3/19/2020,UNTUNG JAWA,10,9,144,134
3/20/2020,UNTUNG JAWA,5,5,74,63
3/21/2020,UNTUNG JAWA,5,5,59,79
3/22/2020,UNTUNG JAWA,5,5,62,64
3/23/2020,UNTUNG JAWA,5,5,59,61
3/24/2020,UNTUNG JAWA,5,5,46,55
3/25/2020,UNTUNG JAWA,5,5,54,66
3/26/2020,UNTUNG JAWA,5,5,38,40
3/27/2020,UNTUNG JAWA,5,5,33,37
3/28/2020,UNTUNG JAWA,4,4,33,28
3/29/2020,UNTUNG JAWA,3,3,37,32
3/30/2020,UNTUNG JAWA,2,2,20,16
3/31/2020,UNTUNG JAWA,2,2,20,23
3/1/2020,LANCANG,5,5,46,41
3/2/2020,LANCANG,5,5,38,46
3/3/2020,LANCANG,5,5,34,48
3/4/2020,LANCANG,5,5,42,29
3/5/2020,LANCANG,5,5,49,47
3/6/2020,LANCANG,5,5,46,51
3/7/2020,LANCANG,5,5,36,58
3/8/2020,LANCANG,5,5,64,65
3/9/2020,LANCANG,5,5,49,50
3/10/2020,LANCANG,5,5,39,63
3/11/2020,LANCANG,5,5,45,45
3/12/2020,LANCANG,5,5,40,58
3/13/2020,LANCANG,5,5,47,65
3/14/2020,LANCANG,5,5,45,53
3/15/2020,LANCANG,5,5,40,66
3/16/2020,LANCANG,3,3,24,27
3/17/2020,LANCANG,3,3,19,18
3/18/2020,LANCANG,3,3,29,43
3/19/2020,LANCANG,3,3,25,25
3/20/2020,LANCANG,3,3,18,15
3/21/2020,LANCANG,3,3,25,22
3/22/2020,LANCANG,3,3,22,23
3/23/2020,LANCANG,3,3,19,17
3/24/2020,LANCANG,3,3,15,17
3/25/2020,LANCANG,3,3,16,15
3/26/2020,LANCANG,3,3,15,8
3/27/2020,LANCANG,3,3,17,16
3/28/2020,LANCANG,3,3,14,17
3/29/2020,LANCANG,3,3,16,14
3/30/2020,LANCANG,3,3,18,19
3/31/2020,LANCANG,0,0,0,0
3/1/2020,PARI,11,4,1074,232
3/2/2020,PARI,4,4,61,102
3/3/2020,PARI,4,4,133,90
3/4/2020,PARI,4,4,87,129
3/5/2020,PARI,4,4,139,53
3/6/2020,PARI,4,4,43,85
3/7/2020,PARI,4,8,103,916
3/8/2020,PARI,8,4,913,64
3/9/2020,PARI,4,4,162,72
3/10/2020,PARI,4,4,91,76
3/11/2020,PARI,4,4,79,105
3/12/2020,PARI,4,4,155,118
3/13/2020,PARI,4,4,55,91
3/14/2020,PARI,3,6,151,667
3/15/2020,PARI,6,5,570,103
3/16/2020,PARI,4,4,87,32
3/17/2020,PARI,4,4,38,98
3/18/2020,PARI,4,4,27,47
3/19/2020,PARI,4,4,83,15
3/20/2020,PARI,3,3,25,17
3/21/2020,PARI,2,2,7,7
3/22/2020,PARI,2,2,11,17
3/23/2020,PARI,2,2,16,12
3/24/2020,PARI,2,2,6,10
3/25/2020,PARI,2,2,14,10
3/26/2020,PARI,2,2,9,5
3/27/2020,PARI,2,2,5,2
3/28/2020,PARI,2,2,5,4
3/29/2020,PARI,2,2,12,5
3/30/2020,PARI,1,1,3,2
3/31/2020,PARI,0,0,0,0
3/1/2020,TIDUNG/PAYUNG,9,5,740,113
3/2/2020,TIDUNG/PAYUNG,4,4,84,121
3/3/2020,TIDUNG/PAYUNG,3,4,85,70
3/4/2020,TIDUNG/PAYUNG,4,3,74,71
3/5/2020,TIDUNG/PAYUNG,4,3,77,80
3/6/2020,TIDUNG/PAYUNG,5,5,129,81
3/7/2020,TIDUNG/PAYUNG,3,5,45,473
3/8/2020,TIDUNG/PAYUNG,5,3,505,87
3/9/2020,TIDUNG/PAYUNG,3,5,64,186
3/10/2020,TIDUNG/PAYUNG,5,4,70,50
3/11/2020,TIDUNG/PAYUNG,4,4,62,80
3/12/2020,TIDUNG/PAYUNG,4,4,95,56
3/13/2020,TIDUNG/PAYUNG,7,5,141,124
3/14/2020,TIDUNG/PAYUNG,5,7,159,667
3/15/2020,TIDUNG/PAYUNG,6,4,674,90
3/16/2020,TIDUNG/PAYUNG,3,4,58,100
3/17/2020,TIDUNG/PAYUNG,6,3,40,64
3/18/2020,TIDUNG/PAYUNG,3,4,16,55
3/19/2020,TIDUNG/PAYUNG,3,3,11,45
3/20/2020,TIDUNG/PAYUNG,2,2,7,32
3/21/2020,TIDUNG/PAYUNG,2,2,9,28
3/22/2020,TIDUNG/PAYUNG,2,2,21,15
3/23/2020,TIDUNG/PAYUNG,2,2,13,8
3/24/2020,TIDUNG/PAYUNG,2,2,7,20
3/25/2020,TIDUNG/PAYUNG,2,2,5,18
3/26/2020,TIDUNG/PAYUNG,2,2,5,13
3/27/2020,TIDUNG/PAYUNG,2,2,6,9
3/28/2020,TIDUNG/PAYUNG,2,2,5,5
3/29/2020,TIDUNG/PAYUNG,3,2,14,0
3/30/2020,TIDUNG/PAYUNG,2,2,5,8
3/31/2020,TIDUNG/PAYUNG,0,0,0,0
3/1/2020,PRAMUKA/PANGGANG,6,3,275,98
3/2/2020,PRAMUKA/PANGGANG,5,5,64,118
3/3/2020,PRAMUKA/PANGGANG,5,5,102,94
3/4/2020,PRAMUKA/PANGGANG,5,5,87,100
3/5/2020,PRAMUKA/PANGGANG,5,7,95,102
3/6/2020,PRAMUKA/PANGGANG,5,5,139,106
3/7/2020,PRAMUKA/PANGGANG,3,5,77,283
3/8/2020,PRAMUKA/PANGGANG,6,4,303,150
3/9/2020,PRAMUKA/PANGGANG,5,5,136,103
3/10/2020,PRAMUKA/PANGGANG,4,5,77,152
3/11/2020,PRAMUKA/PANGGANG,5,5,135,101
3/12/2020,PRAMUKA/PANGGANG,5,5,110,103
3/13/2020,PRAMUKA/PANGGANG,5,5,111,151
3/14/2020,PRAMUKA/PANGGANG,3,4,130,161
3/15/2020,PRAMUKA/PANGGANG,6,6,232,202
3/16/2020,PRAMUKA/PANGGANG,5,6,106,131
3/17/2020,PRAMUKA/PANGGANG,4,5,74,113
3/18/2020,PRAMUKA/PANGGANG,5,5,57,77
3/19/2020,PRAMUKA/PANGGANG,5,5,55,58
3/20/2020,PRAMUKA/PANGGANG,4,4,62,42
3/21/2020,PRAMUKA/PANGGANG,3,4,41,41
3/22/2020,PRAMUKA/PANGGANG,3,2,29,29
3/23/2020,PRAMUKA/PANGGANG,2,2,16,18
3/24/2020,PRAMUKA/PANGGANG,2,53,15,33
3/25/2020,PRAMUKA/PANGGANG,3,2,15,19
3/26/2020,PRAMUKA/PANGGANG,3,2,9,23
3/27/2020,PRAMUKA/PANGGANG,2,3,11,33
3/28/2020,PRAMUKA/PANGGANG,2,3,14,34
3/29/2020,PRAMUKA/PANGGANG,3,3,41,26
3/30/2020,PRAMUKA/PANGGANG,2,3,11,38
3/31/2020,PRAMUKA/PANGGANG,3,2,26,12
3/1/2020,KELAPA,4,3,105,108
3/2/2020,KELAPA,2,4,87,100
3/3/2020,KELAPA,4,2,102,84
3/4/2020,KELAPA,4,3,99,106
3/5/2020,KELAPA,4,4,68,103
3/6/2020,KELAPA,3,4,91,118
3/7/2020,KELAPA,5,5,81,261
3/8/2020,KELAPA,4,4,78,112
3/9/2020,KELAPA,2,4,95,64
3/10/2020,KELAPA,4,4,52,135
3/11/2020,KELAPA,4,4,90,103
3/12/2020,KELAPA,4,4,106,153
3/13/2020,KELAPA,4,4,59,97
3/14/2020,KELAPA,4,5,74,116
3/15/2020,KELAPA,4,4,80,69
3/16/2020,KELAPA,3,4,64,92
3/17/2020,KELAPA,3,4,97,56
3/18/2020,KELAPA,4,4,52,68
3/19/2020,KELAPA,4,4,76,90
3/20/2020,KELAPA,3,3,45,98
3/21/2020,KELAPA,2,3,23,54
3/22/2020,KELAPA,3,1,93,12
3/23/2020,KELAPA,3,3,30,43
3/24/2020,KELAPA,3,2,25,17
3/25/2020,KELAPA,2,3,10,60
3/26/2020,KELAPA,3,2,40,3
3/27/2020,KELAPA,2,1,3,22
3/28/2020,KELAPA,2,3,51,31
3/29/2020,KELAPA,2,2,39,53
3/30/2020,KELAPA,1,3,4,34
3/31/2020,KELAPA,2,2,21,13
3/1/2020,HARAPAN,5,1,502,16
3/2/2020,HARAPAN,1,2,7,20
3/3/2020,HARAPAN,2,1,19,7
3/4/2020,HARAPAN,1,1,10,4
3/5/2020,HARAPAN,1,1,11,31
3/6/2020,HARAPAN,3,1,95,15
3/7/2020,HARAPAN,2,5,17,461
3/8/2020,HARAPAN,6,2,428,10
3/9/2020,HARAPAN,1,2,6,5
3/10/2020,HARAPAN,1,1,9,30
3/11/2020,HARAPAN,1,1,7,18
3/12/2020,HARAPAN,1,1,19,18
3/13/2020,HARAPAN,3,1,46,19
3/14/2020,HARAPAN,2,5,31,359
3/15/2020,HARAPAN,3,1,330,3
3/16/2020,HARAPAN,3,4,53,65
3/17/2020,HARAPAN,1,1,3,6
3/18/2020,HARAPAN,1,1,13,4
3/19/2020,HARAPAN,2,1,12,11
3/20/2020,HARAPAN,0,0,0,0
3/21/2020,HARAPAN,0,0,0,0
3/22/2020,HARAPAN,0,0,0,0
3/23/2020,HARAPAN,2,0,33,0
3/24/2020,HARAPAN,0,0,0,0
3/25/2020,HARAPAN,0,0,0,0
3/26/2020,HARAPAN,2,1,6,6
3/27/2020,HARAPAN,1,1,1,0
3/28/2020,HARAPAN,0,0,0,0
3/29/2020,HARAPAN,0,0,0,0
3/30/2020,HARAPAN,0,0,0,0
3/31/2020,HARAPAN,0,0,0,0
3/1/2020,SABIRA,1,0,13,0
3/2/2020,SABIRA,0,1,0,22
3/3/2020,SABIRA,1,0,13,0
3/4/2020,SABIRA,0,1,0,5
3/5/2020,SABIRA,1,0,8,0
3/6/2020,SABIRA,0,1,0,13
3/7/2020,SABIRA,1,1,8,17
3/8/2020,SABIRA,1,0,22,0
3/9/2020,SABIRA,0,1,18,0
3/10/2020,SABIRA,1,1,2,13
3/11/2020,SABIRA,1,1,15,15
3/12/2020,SABIRA,1,0,9,0
3/13/2020,SABIRA,0,1,0,9
3/14/2020,SABIRA,1,1,5,20
3/15/2020,SABIRA,1,0,18,0
3/16/2020,SABIRA,0,2,0,52
3/17/2020,SABIRA,2,0,34,0
3/18/2020,SABIRA,0,2,0,27
3/19/2020,SABIRA,3,2,18,10
3/20/2020,SABIRA,0,1,0,9
3/21/2020,SABIRA,1,1,3,11
3/22/2020,SABIRA,1,0,4,0
3/23/2020,SABIRA,0,1,0,4
3/24/2020,SABIRA,1,0,7,0
3/25/2020,SABIRA,0,1,0,3
3/26/2020,SABIRA,1,0,3,0
3/27/2020,SABIRA,0,0,0,0
3/28/2020,SABIRA,0,1,0,6
3/29/2020,SABIRA,1,0,4,0
3/30/2020,SABIRA,0,1,6,0
3/31/2020,SABIRA,1,0,7,0
4/1/2020,MUARA ANGKE,4,2,64,27
4/2/2020,MUARA ANGKE,0,3,0,29
4/3/2020,MUARA ANGKE,1,0,20,0
4/4/2020,MUARA ANGKE,1,0,31,0
4/5/2020,MUARA ANGKE,0,1,0,41
4/6/2020,MUARA ANGKE,3,2,55,33
4/7/2020,MUARA ANGKE,0,1,0,30
4/8/2020,MUARA ANGKE,1,2,11,0
4/9/2020,MUARA ANGKE,1,1,10,26
4/10/2020,MUARA ANGKE,0,0,0,0
4/11/2020,MUARA ANGKE,0,0,0,0
4/12/2020,MUARA ANGKE,1,1,21,0
4/13/2020,MUARA ANGKE,2,3,31,52
4/14/2020,MUARA ANGKE,1,1,17,4
4/15/2020,MUARA ANGKE,1,1,15,14
4/16/2020,MUARA ANGKE,1,0,17,0
4/17/2020,MUARA ANGKE,0,2,0,26
4/18/2020,MUARA ANGKE,2,0,20,0
4/19/2020,MUARA ANGKE,0,1,0,25
4/20/2020,MUARA ANGKE,3,3,46,32
4/21/2020,MUARA ANGKE,0,1,0,13
4/22/2020,MUARA ANGKE,1,0,20,0
4/23/2020,MUARA ANGKE,0,1,0,18
4/24/2020,MUARA ANGKE,0,0,0,0
4/25/2020,MUARA ANGKE,1,0,0,0
4/26/2020,MUARA ANGKE,0,1,0,13
4/27/2020,MUARA ANGKE,0,0,0,0
4/28/2020,MUARA ANGKE,1,0,0,0
4/29/2020,MUARA ANGKE,0,1,0,1
4/30/2020,MUARA ANGKE,1,0,0,0
1/1/2020,MARINA ANCOL,0,0,0,0
1/2/2020,MARINA ANCOL,0,0,0,0
1/3/2020,MARINA ANCOL,0,0,0,0
1/4/2020,MARINA ANCOL,0,0,0,0
1/5/2020,MARINA ANCOL,0,0,0,0
1/6/2020,MARINA ANCOL,0,0,0,0
1/7/2020,MARINA ANCOL,0,0,0,0
1/8/2020,MARINA ANCOL,0,0,0,0
1/9/2020,MARINA ANCOL,0,0,0,0
1/10/2020,MARINA ANCOL,0,0,0,0
1/11/2020,MARINA ANCOL,0,0,0,0
1/12/2020,MARINA ANCOL,0,0,0,0
1/13/2020,MARINA ANCOL,0,0,0,0
1/14/2020,MARINA ANCOL,0,0,0,0
1/15/2020,MARINA ANCOL,0,0,0,0
1/16/2020,MARINA ANCOL,0,0,0,0
1/17/2020,MARINA ANCOL,0,0,0,0
1/18/2020,MARINA ANCOL,0,0,0,0
1/19/2020,MARINA ANCOL,0,0,0,0
1/20/2020,MARINA ANCOL,0,0,0,0
1/21/2020,MARINA ANCOL,0,0,0,0
1/22/2020,MARINA ANCOL,0,0,0,0
1/23/2020,MARINA ANCOL,0,0,0,0
1/24/2020,MARINA ANCOL,0,0,0,0
1/25/2020,MARINA ANCOL,0,0,0,0
1/26/2020,MARINA ANCOL,0,0,0,0
1/27/2020,MARINA ANCOL,0,0,0,0
1/28/2020,MARINA ANCOL,0,0,0,0
1/29/2020,MARINA ANCOL,0,0,0,0
1/30/2020,MARINA ANCOL,0,0,0,0
1/31/2020,MARINA ANCOL,0,0,0,0
4/1/2020,UNTUNG JAWA,7,7,19,20
4/2/2020,UNTUNG JAWA,3,3,25,25
4/3/2020,UNTUNG JAWA,3,3,20,25
4/4/2020,UNTUNG JAWA,3,3,17,29
4/5/2020,UNTUNG JAWA,1,1,3,3
4/6/2020,UNTUNG JAWA,5,5,27,29
4/7/2020,UNTUNG JAWA,1,1,2,2
4/8/2020,UNTUNG JAWA,0,0,0,0
4/9/2020,UNTUNG JAWA,3,3,21,33
4/10/2020,UNTUNG JAWA,0,0,0,0
4/11/2020,UNTUNG JAWA,3,3,26,21
4/12/2020,UNTUNG JAWA,0,0,0,0
4/13/2020,UNTUNG JAWA,5,5,36,29
4/14/2020,UNTUNG JAWA,1,1,5,0
4/15/2020,UNTUNG JAWA,2,2,3,3
4/16/2020,UNTUNG JAWA,4,4,31,27
4/17/2020,UNTUNG JAWA,2,2,2,1
4/18/2020,UNTUNG JAWA,4,4,29,20
4/19/2020,UNTUNG JAWA,2,2,2,3
4/20/2020,UNTUNG JAWA,6,6,15,15
4/21/2020,UNTUNG JAWA,2,2,0,3
4/22/2020,UNTUNG JAWA,2,2,1,2
4/23/2020,UNTUNG JAWA,4,4,29,32
4/24/2020,UNTUNG JAWA,1,1,2,0
4/25/2020,UNTUNG JAWA,4,4,14,0
4/26/2020,UNTUNG JAWA,2,2,2,10
4/27/2020,UNTUNG JAWA,2,2,0,0
4/28/2020,UNTUNG JAWA,4,4,0,0
4/29/2020,UNTUNG JAWA,2,2,0,10
4/30/2020,UNTUNG JAWA,3,3,0,1
4/1/2020,LANCANG,3,3,22,14
4/2/2020,LANCANG,2,2,17,20
4/3/2020,LANCANG,2,2,12,10
4/4/2020,LANCANG,2,2,24,19
4/5/2020,LANCANG,2,2,16,16
4/6/2020,LANCANG,3,3,32,17
4/7/2020,LANCANG,2,2,9,11
4/8/2020,LANCANG,2,2,6,11
4/9/2020,LANCANG,2,2,7,12
4/10/2020,LANCANG,2,2,7,6
4/11/2020,LANCANG,2,2,6,11
4/12/2020,LANCANG,2,2,6,7
4/13/2020,LANCANG,3,3,8,25
4/14/2020,LANCANG,2,2,11,4
4/15/2020,LANCANG,2,2,5,15
4/16/2020,LANCANG,2,2,10,11
4/17/2020,LANCANG,2,2,6,5
4/18/2020,LANCANG,2,2,0,0
4/19/2020,LANCANG,2,2,0,0
4/20/2020,LANCANG,2,2,0,0
4/21/2020,LANCANG,2,2,0,0
4/22/2020,LANCANG,2,2,11,17
4/23/2020,LANCANG,2,2,8,5
4/24/2020,LANCANG,0,0,0,0
4/25/2020,LANCANG,0,0,0,0
4/26/2020,LANCANG,0,0,0,0
4/27/2020,LANCANG,0,0,0,0
4/28/2020,LANCANG,0,0,0,0
4/29/2020,LANCANG,0,0,0,0
4/30/2020,LANCANG,0,0,0,0
4/1/2020,PARI,2,2,0,4
4/2/2020,PARI,1,1,7,3
4/3/2020,PARI,0,0,0,0
4/4/2020,PARI,1,1,14,0
4/5/2020,PARI,1,1,0,4
4/6/2020,PARI,1,1,4,0
4/7/2020,PARI,0,0,0,0
4/8/2020,PARI,1,1,4,3
4/9/2020,PARI,0,0,0,0
4/10/2020,PARI,1,1,2,4
4/11/2020,PARI,0,0,0,0
4/12/2020,PARI,1,1,2,3
4/13/2020,PARI,1,1,3,2
4/14/2020,PARI,1,1,4,6
4/15/2020,PARI,0,0,0,0
4/16/2020,PARI,1,1,7,6
4/17/2020,PARI,0,0,0,0
4/18/2020,PARI,1,1,0,0
4/19/2020,PARI,0,0,0,0
4/20/2020,PARI,1,1,15,6
4/21/2020,PARI,0,0,0,0
4/22/2020,PARI,1,1,8,4
4/23/2020,PARI,0,0,0,0
4/24/2020,PARI,1,1,1,0
4/25/2020,PARI,0,0,0,0
4/26/2020,PARI,1,1,4,4
4/27/2020,PARI,0,0,0,0
4/28/2020,PARI,1,1,2,3
4/29/2020,PARI,0,0,0,0
4/30/2020,PARI,1,1,1,0
4/1/2020,TIDUNG/PAYUNG,3,3,24,17
4/2/2020,TIDUNG/PAYUNG,1,1,0,0
4/3/2020,TIDUNG/PAYUNG,1,1,3,2
4/4/2020,TIDUNG/PAYUNG,1,1,20,4
4/5/2020,TIDUNG/PAYUNG,1,1,7,4
4/6/2020,TIDUNG/PAYUNG,3,3,10,33
4/7/2020,TIDUNG/PAYUNG,1,1,0,0
4/8/2020,TIDUNG/PAYUNG,1,1,6,0
4/9/2020,TIDUNG/PAYUNG,1,1,0,4
4/10/2020,TIDUNG/PAYUNG,1,1,3,0
4/11/2020,TIDUNG/PAYUNG,1,1,5,4
4/12/2020,TIDUNG/PAYUNG,1,1,5,1
4/13/2020,TIDUNG/PAYUNG,2,2,0,2
4/14/2020,TIDUNG/PAYUNG,1,1,2,4
4/15/2020,TIDUNG/PAYUNG,1,1,2,4
4/16/2020,TIDUNG/PAYUNG,1,1,3,1
4/17/2020,TIDUNG/PAYUNG,1,1,3,1
4/18/2020,TIDUNG/PAYUNG,1,1,0,3
4/19/2020,TIDUNG/PAYUNG,1,1,0,1
4/20/2020,TIDUNG/PAYUNG,3,3,2,6
4/21/2020,TIDUNG/PAYUNG,2,2,9,7
4/22/2020,TIDUNG/PAYUNG,1,1,3,1
4/23/2020,TIDUNG/PAYUNG,1,1,0,9
4/24/2020,TIDUNG/PAYUNG,1,1,0,0
4/25/2020,TIDUNG/PAYUNG,1,1,0,1
4/26/2020,TIDUNG/PAYUNG,1,1,3,2
4/27/2020,TIDUNG/PAYUNG,1,1,0,1
4/28/2020,TIDUNG/PAYUNG,1,1,0,0
4/29/2020,TIDUNG/PAYUNG,1,1,0,3
4/30/2020,TIDUNG/PAYUNG,1,1,3,0
4/1/2020,PRAMUKA/PANGGANG,3,4,17,22
4/2/2020,PRAMUKA/PANGGANG,4,1,15,0
4/3/2020,PRAMUKA/PANGGANG,1,1,3,0
4/4/2020,PRAMUKA/PANGGANG,0,1,0,11
4/5/2020,PRAMUKA/PANGGANG,1,0,17,0
4/6/2020,PRAMUKA/PANGGANG,2,3,12,15
4/7/2020,PRAMUKA/PANGGANG,2,2,7,3
4/8/2020,PRAMUKA/PANGGANG,1,0,5,0
4/9/2020,PRAMUKA/PANGGANG,2,2,19,3
4/10/2020,PRAMUKA/PANGGANG,2,1,9,0
4/11/2020,PRAMUKA/PANGGANG,1,2,0,1
4/12/2020,PRAMUKA/PANGGANG,0,1,0,11
4/13/2020,PRAMUKA/PANGGANG,4,4,18,29
4/14/2020,PRAMUKA/PANGGANG,0,0,1,6
4/15/2020,PRAMUKA/PANGGANG,1,1,8,0
4/16/2020,PRAMUKA/PANGGANG,1,2,0,2
4/17/2020,PRAMUKA/PANGGANG,1,1,2,0
4/18/2020,PRAMUKA/PANGGANG,0,1,0,10
4/19/2020,PRAMUKA/PANGGANG,1,0,24,0
4/20/2020,PRAMUKA/PANGGANG,2,4,11,17
4/21/2020,PRAMUKA/PANGGANG,4,4,12,9
4/22/2020,PRAMUKA/PANGGANG,2,2,7,0
4/23/2020,PRAMUKA/PANGGANG,1,0,13,0
4/24/2020,PRAMUKA/PANGGANG,0,0,0,0
4/25/2020,PRAMUKA/PANGGANG,1,1,7,2
4/26/2020,PRAMUKA/PANGGANG,1,1,17,0
4/27/2020,PRAMUKA/PANGGANG,0,0,0,0
4/28/2020,PRAMUKA/PANGGANG,4,6,18,26
4/29/2020,PRAMUKA/PANGGANG,1,1,0,0
4/30/2020,PRAMUKA/PANGGANG,1,0,2,0
4/1/2020,KELAPA,2,3,2,38
4/2/2020,KELAPA,4,2,22,2
4/3/2020,KELAPA,1,2,3,20
4/4/2020,KELAPA,1,2,0,15
4/5/2020,KELAPA,1,2,24,7
4/6/2020,KELAPA,1,2,9,28
4/7/2020,KELAPA,0,0,0,0
4/8/2020,KELAPA,2,3,2,12
4/9/2020,KELAPA,3,3,53,20
4/10/2020,KELAPA,2,1,0,0
4/11/2020,KELAPA,1,1,0,0
4/12/2020,KELAPA,1,2,0,10
4/13/2020,KELAPA,3,2,32,16
4/14/2020,KELAPA,2,2,7,13
4/15/2020,KELAPA,2,2,8,15
4/16/2020,KELAPA,1,2,0,14
4/17/2020,KELAPA,3,2,30,0
4/18/2020,KELAPA,1,3,0,10
4/19/2020,KELAPA,1,1,23,0
4/20/2020,KELAPA,3,2,14,22
4/21/2020,KELAPA,2,2,15,0
4/22/2020,KELAPA,1,2,0,13
4/23/2020,KELAPA,2,2,8,0
4/24/2020,KELAPA,0,2,0,0
4/25/2020,KELAPA,0,0,0,0
4/26/2020,KELAPA,2,2,0,0
4/27/2020,KELAPA,2,3,3,0
4/28/2020,KELAPA,2,4,7,15
4/29/2020,KELAPA,2,1,0,0
4/30/2020,KELAPA,0,1,0,0
4/1/2020,HARAPAN,1,0,0,0
4/2/2020,HARAPAN,1,1,7,7
