tanggal,pelabuhan,kapal_berangkat,kapal_tiba,penumpang_naik,penumpang_turun
6/11/2018,KELAPA,3,5,70,115
6/12/2018,KELAPA,5,3,136,255
6/13/2018,KELAPA,3,5,138,294
6/14/2018,KELAPA,3,3,46,164
6/15/2018,KELAPA,1,1,22,14
6/16/2018,KELAPA,3,3,80,141
6/17/2018,KELAPA,5,3,196,238
6/18/2018,KELAPA,2,5,126,177
6/19/2018,KELAPA,5,2,445,35
6/20/2018,KELAPA,3,5,270,184
6/21/2018,KELAPA,5,4,435,258
6/22/2018,KELAPA,2,4,187,171
6/23/2018,KELAPA,5,4,198,290
6/24/2018,KELAPA,3,4,172,208
6/25/2018,KELAPA,2,3,103,147
6/26/2018,KELAPA,4,3,136,241
6/27/2018,KELAPA,4,4,81,178
6/28/2018,KELAPA,4,4,160,141
6/29/2018,KELAPA,3,2,97,197
6/30/2018,KELAPA,3,4,94,151
6/1/2018,HARAPAN,2,3,21,302
6/2/2018,HARAPAN,2,3,172,104
6/3/2018,HARAPAN,3,2,224,35
6/4/2018,HARAPAN,1,2,14,35
6/5/2018,HARAPAN,0,0,0,0
6/6/2018,HARAPAN,2,1,45,6
6/7/2018,HARAPAN,1,2,8,86
6/8/2018,HARAPAN,2,0,91,0
6/9/2018,HARAPAN,3,1,269,12
6/10/2018,HARAPAN,3,1,178,29
6/11/2018,HARAPAN,3,1,185,40
6/12/2018,HARAPAN,4,3,49,199
6/13/2018,HARAPAN,5,6,98,656
6/14/2018,HARAPAN,6,5,239,530
6/15/2018,HARAPAN,7,9,984,548
6/16/2018,HARAPAN,7,6,818,1165
6/17/2018,HARAPAN,9,9,1093,1767
6/18/2018,HARAPAN,8,10,1561,1394
6/19/2018,HARAPAN,12,6,1327,1721
6/20/2018,HARAPAN,9,6,1505,492
6/21/2018,HARAPAN,4,4,457,315
6/22/2018,HARAPAN,5,4,378,448
6/23/2018,HARAPAN,3,5,272,876
6/24/2018,HARAPAN,7,2,1453,59
6/25/2018,HARAPAN,2,3,115,201
6/26/2018,HARAPAN,2,1,131,15
6/27/2018,HARAPAN,2,2,92,112
6/28/2018,HARAPAN,2,2,179,112
6/29/2018,HARAPAN,5,2,179,102
6/30/2018,HARAPAN,2,9,80,1518
7/1/2018,P. MUARA ANGKE,10,37,1086,5887
7/2/2018,P. MUARA ANGKE,17,9,1431,1071
7/3/2018,P. MUARA ANGKE,11,10,1172,1326
7/4/2018,P. MUARA ANGKE,9,11,1345,1088
7/5/2018,P. MUARA ANGKE,9,13,1045,1200
7/6/2018,P. MUARA ANGKE,10,25,1467,1048
7/7/2018,P. MUARA ANGKE,28,11,5327,1003
7/8/2018,P. MUARA ANGKE,10,35,884,5348
7/9/2018,P. MUARA ANGKE,15,7,1212,926
7/10/2018,P. MUARA ANGKE,8,9,1025,930
7/11/2018,P. MUARA ANGKE,9,8,1471,874
7/12/2018,P. MUARA ANGKE,5,10,552,928
7/13/2018,P. MUARA ANGKE,9,23,972,638
7/14/2018,P. MUARA ANGKE,24,7,3747,616
7/15/2018,P. MUARA ANGKE,7,23,669,3577
7/16/2018,P. MUARA ANGKE,11,5,528,291
7/17/2018,P. MUARA ANGKE,9,6,327,396
7/18/2018,P. MUARA ANGKE,8,7,374,430
7/19/2018,P. MUARA ANGKE,7,10,334,565
7/20/2018,P. MUARA ANGKE,9,20,714,530
7/21/2018,P. MUARA ANGKE,21,6,2915,349
7/22/2018,P. MUARA ANGKE,7,22,530,2840
7/23/2018,P. MUARA ANGKE,8,7,251,468
7/24/2018,P. MUARA ANGKE,8,5,373,248
7/25/2018,P. MUARA ANGKE,6,7,383,278
7/26/2018,P. MUARA ANGKE,7,11,329,355
7/27/2018,P. MUARA ANGKE,8,22,501,311
7/28/2018,P. MUARA ANGKE,24,7,3413,285
7/29/2018,P. MUARA ANGKE,8,24,513,3415
7/30/2018,P. MUARA ANGKE,12,6,524,381
7/31/2018,P. MUARA ANGKE,7,7,474,553
7/1/2018,MARINA ANCOL,21,27,511,1134
7/2/2018,MARINA ANCOL,11,11,463,487
7/3/2018,MARINA ANCOL,10,10,572,530
7/4/2018,MARINA ANCOL,16,16,494,534
7/5/2018,MARINA ANCOL,13,15,488,677
7/6/2018,MARINA ANCOL,17,18,579,589
7/7/2018,MARINA ANCOL,26,23,1470,1076
7/8/2018,MARINA ANCOL,19,21,614,1171
7/9/2018,MARINA ANCOL,9,9,687,517
7/10/2018,MARINA ANCOL,11,11,340,326
7/11/2018,MARINA ANCOL,14,15,560,612
7/12/2018,MARINA ANCOL,18,18,756,765
7/13/2018,MARINA ANCOL,15,15,716,721
7/14/2018,MARINA ANCOL,26,26,1076,984
7/15/2018,MARINA ANCOL,20,20,449,605
7/16/2018,MARINA ANCOL,14,15,430,372
7/17/2018,MARINA ANCOL,16,16,250,278
7/18/2018,MARINA ANCOL,12,12,215,283
7/19/2018,MARINA ANCOL,11,11,286,266
7/20/2018,MARINA ANCOL,13,13,434,320
7/21/2018,MARINA ANCOL,29,30,1150,1176
7/22/2018,MARINA ANCOL,22,21,395,616
7/23/2018,MARINA ANCOL,14,14,472,421
7/24/2018,MARINA ANCOL,27,26,679,617
7/25/2018,MARINA ANCOL,21,21,551,511
7/26/2018,MARINA ANCOL,15,18,414,484
7/27/2018,MARINA ANCOL,15,15,400,354
7/28/2018,MARINA ANCOL,31,31,1743,1401
7/29/2018,MARINA ANCOL,16,20,457,1070
7/30/2018,MARINA ANCOL,19,18,454,399
7/31/2018,MARINA ANCOL,17,17,403,379
7/1/2018,UNTUNG JAWA,17,17,1332,1113
7/2/2018,UNTUNG JAWA,8,8,223,250
7/3/2018,UNTUNG JAWA,7,7,201,235
7/4/2018,UNTUNG JAWA,7,8,318,366
7/5/2018,UNTUNG JAWA,6,5,161,135
7/6/2018,UNTUNG JAWA,6,5,146,165
7/7/2018,UNTUNG JAWA,13,15,579,725
7/8/2018,UNTUNG JAWA,14,16,828,841
7/9/2018,UNTUNG JAWA,8,9,327,304
7/10/2018,UNTUNG JAWA,8,8,239,211
7/11/2018,UNTUNG JAWA,6,5,149,159
7/12/2018,UNTUNG JAWA,9,8,263,218
7/13/2018,UNTUNG JAWA,5,5,182,190
7/14/2018,UNTUNG JAWA,12,13,517,602
7/15/2018,UNTUNG JAWA,12,15,727,653
7/16/2018,UNTUNG JAWA,5,3,125,101
7/17/2018,UNTUNG JAWA,6,5,117,106
7/18/2018,UNTUNG JAWA,7,7,136,127
7/19/2018,UNTUNG JAWA,6,6,172,170
7/20/2018,UNTUNG JAWA,6,6,122,130
7/21/2018,UNTUNG JAWA,9,10,347,360
7/22/2018,UNTUNG JAWA,10,12,593,540
7/23/2018,UNTUNG JAWA,6,5,111,103
7/24/2018,UNTUNG JAWA,6,5,91,104
7/25/2018,UNTUNG JAWA,7,6,132,144
7/26/2018,UNTUNG JAWA,6,5,124,105
7/27/2018,UNTUNG JAWA,6,4,117,130
7/28/2018,UNTUNG JAWA,9,11,366,381
7/29/2018,UNTUNG JAWA,14,14,671,617
7/30/2018,UNTUNG JAWA,7,6,135,117
7/31/2018,UNTUNG JAWA,6,5,86,97
7/1/2018,LANCANG,4,4,151,104
7/2/2018,LANCANG,4,4,83,89
7/3/2018,LANCANG,4,4,61,103
7/4/2018,LANCANG,4,4,98,80
7/5/2018,LANCANG,4,4,33,127
7/6/2018,LANCANG,4,4,74,88
7/7/2018,LANCANG,4,4,157,189
7/8/2018,LANCANG,4,4,212,75
7/9/2018,LANCANG,4,4,88,94
7/10/2018,LANCANG,4,4,103,79
7/11/2018,LANCANG,4,4,103,64
7/12/2018,LANCANG,4,4,81,75
7/13/2018,LANCANG,4,4,70,78
7/14/2018,LANCANG,4,4,123,134
7/15/2018,LANCANG,4,4,119,100
7/16/2018,LANCANG,4,4,74,75
7/17/2018,LANCANG,4,4,63,74
7/18/2018,LANCANG,4,4,76,110
7/19/2018,LANCANG,4,4,77,82
7/20/2018,LANCANG,4,4,75,64
7/21/2018,LANCANG,4,4,80,107
7/22/2018,LANCANG,4,4,149,80
7/23/2018,LANCANG,4,4,71,82
7/24/2018,LANCANG,3,4,42,60
7/25/2018,LANCANG,4,4,64,89
7/26/2018,LANCANG,3,3,63,66
7/27/2018,LANCANG,3,3,57,57
7/28/2018,LANCANG,3,3,119,127
7/29/2018,LANCANG,3,3,104,97
7/30/2018,LANCANG,3,3,72,56
7/31/2018,LANCANG,3,3,63,66
7/1/2018,PARI,14,4,1784,537
7/2/2018,PARI,5,7,440,574
7/3/2018,PARI,5,8,489,583
7/4/2018,PARI,6,8,508,558
7/5/2018,PARI,6,9,613,543
7/6/2018,PARI,5,5,632,497
7/7/2018,PARI,7,16,535,1727
7/8/2018,PARI,14,6,2003,439
7/9/2018,PARI,4,6,382,505
7/10/2018,PARI,4,4,327,474
7/11/2018,PARI,3,3,397,332
7/12/2018,PARI,6,4,502,280
7/13/2018,PARI,4,8,274,672
7/14/2018,PARI,3,12,245,1229
7/15/2018,PARI,11,5,1359,208
7/16/2018,PARI,3,3,191,214
7/17/2018,PARI,3,4,201,123
7/18/2018,PARI,4,3,107,138
7/19/2018,PARI,4,4,228,157
7/20/2018,PARI,4,4,102,332
7/21/2018,PARI,5,14,298,1220
7/22/2018,PARI,10,5,866,216
7/23/2018,PARI,4,3,153,120
7/24/2018,PARI,4,3,195,150
7/25/2018,PARI,3,3,98,137
7/26/2018,PARI,4,4,172,188
7/27/2018,PARI,4,4,188,211
7/28/2018,PARI,5,14,258,1331
7/29/2018,PARI,11,3,119,1338
7/30/2018,PARI,3,3,163,141
7/31/2018,PARI,4,3,177,290
7/1/2018,TIDUNG/PAYUNG,16,8,2165,507
7/2/2018,TIDUNG/PAYUNG,4,6,478,603
7/3/2018,TIDUNG/PAYUNG,4,5,469,388
7/4/2018,TIDUNG/PAYUNG,5,5,501,549
7/5/2018,TIDUNG/PAYUNG,6,4,447,250
7/6/2018,TIDUNG/PAYUNG,9,6,373,668
7/7/2018,TIDUNG/PAYUNG,5,13,567,1715
7/8/2018,TIDUNG/PAYUNG,15,5,1877,435
7/9/2018,TIDUNG/PAYUNG,3,6,283,617
7/10/2018,TIDUNG/PAYUNG,3,3,256,316
7/11/2018,TIDUNG/PAYUNG,5,6,374,544
7/12/2018,TIDUNG/PAYUNG,7,5,531,309
7/13/2018,TIDUNG/PAYUNG,7,4,324,393
7/14/2018,TIDUNG/PAYUNG,4,10,381,1420
7/15/2018,TIDUNG/PAYUNG,7,4,1255,279
7/16/2018,TIDUNG/PAYUNG,2,3,137,220
7/17/2018,TIDUNG/PAYUNG,3,4,130,208
7/18/2018,TIDUNG/PAYUNG,3,3,251,121
7/19/2018,TIDUNG/PAYUNG,5,2,321,165
7/20/2018,TIDUNG/PAYUNG,4,3,197,209
7/21/2018,TIDUNG/PAYUNG,3,9,187,1092
7/22/2018,TIDUNG/PAYUNG,9,4,1107,385
7/23/2018,TIDUNG/PAYUNG,2,2,117,223
7/24/2018,TIDUNG/PAYUNG,2,4,109,150
7/25/2018,TIDUNG/PAYUNG,2,2,123,122
7/26/2018,TIDUNG/PAYUNG,2,2,172,103
7/27/2018,TIDUNG/PAYUNG,4,4,133,127
7/28/2018,TIDUNG/PAYUNG,3,11,104,1274
7/29/2018,TIDUNG/PAYUNG,9,4,1239,194
7/30/2018,TIDUNG/PAYUNG,2,4,138,342
7/31/2018,TIDUNG/PAYUNG,4,3,319,123
7/1/2018,PRAMUKA/PANGGANG,11,3,1078,289
7/2/2018,PRAMUKA/PANGGANG,4,4,192,380
7/3/2018,PRAMUKA/PANGGANG,3,4,236,380
7/4/2018,PRAMUKA/PANGGANG,4,5,283,365
7/5/2018,PRAMUKA/PANGGANG,5,4,340,306
7/6/2018,PRAMUKA/PANGGANG,5,4,258,234
7/7/2018,PRAMUKA/PANGGANG,4,12,185,1135
7/8/2018,PRAMUKA/PANGGANG,8,3,1131,215
7/9/2018,PRAMUKA/PANGGANG,3,4,221,354
7/10/2018,PRAMUKA/PANGGANG,4,4,286,352
7/11/2018,PRAMUKA/PANGGANG,4,5,295,834
7/12/2018,PRAMUKA/PANGGANG,4,5,263,397
7/13/2018,PRAMUKA/PANGGANG,3,3,292,299
7/14/2018,PRAMUKA/PANGGANG,4,7,170,964
7/15/2018,PRAMUKA/PANGGANG,7,5,835,361
7/16/2018,PRAMUKA/PANGGANG,4,4,151,196
7/17/2018,PRAMUKA/PANGGANG,3,3,171,142
7/18/2018,PRAMUKA/PANGGANG,3,5,76,169
7/19/2018,PRAMUKA/PANGGANG,3,4,133,142
7/20/2018,PRAMUKA/PANGGANG,3,3,177,200
7/21/2018,PRAMUKA/PANGGANG,4,7,357,1049
7/22/2018,PRAMUKA/PANGGANG,7,3,647,125
7/23/2018,PRAMUKA/PANGGANG,3,3,153,173
7/24/2018,PRAMUKA/PANGGANG,3,3,132,111
7/25/2018,PRAMUKA/PANGGANG,2,3,127,209
7/26/2018,PRAMUKA/PANGGANG,5,3,189,130
7/27/2018,PRAMUKA/PANGGANG,2,4,167,304
7/28/2018,PRAMUKA/PANGGANG,4,8,196,831
7/29/2018,PRAMUKA/PANGGANG,8,3,823,177
7/30/2018,PRAMUKA/PANGGANG,4,3,181,125
7/31/2018,PRAMUKA/PANGGANG,2,3,62,1049
7/1/2018,KELAPA,4,3,142,100
7/2/2018,KELAPA,3,4,105,175
7/3/2018,KELAPA,3,3,116,223
7/4/2018,KELAPA,4,3,142,214
7/5/2018,KELAPA,5,4,159,264
7/6/2018,KELAPA,4,3,125,118
7/7/2018,KELAPA,3,5,133,290
7/8/2018,KELAPA,5,3,182,139
7/9/2018,KELAPA,2,3,190,169
7/10/2018,KELAPA,3,2,74,257
7/11/2018,KELAPA,4,4,88,235
7/12/2018,KELAPA,4,3,136,201
7/13/2018,KELAPA,3,3,113,98
7/14/2018,KELAPA,3,5,68,212
7/15/2018,KELAPA,4,3,113,153
7/16/2018,KELAPA,3,4,74,112
7/17/2018,KELAPA,4,4,108,104
7/18/2018,KELAPA,3,3,51,81
7/19/2018,KELAPA,4,3,87,47
7/20/2018,KELAPA,3,3,64,97
7/21/2018,KELAPA,3,3,82,71
7/22/2018,KELAPA,5,3,144,94
7/23/2018,KELAPA,3,4,79,146
7/24/2018,KELAPA,4,4,116,100
7/25/2018,KELAPA,4,4,115,152
7/26/2018,KELAPA,3,2,53,102
7/27/2018,KELAPA,3,2,41,59
7/28/2018,KELAPA,2,5,59,206
7/29/2018,KELAPA,5,2,139,87
7/30/2018,KELAPA,4,3,98,110
7/31/2018,KELAPA,3,2,98,78
7/1/2018,HARAPAN,8,2,1452,144
7/2/2018,HARAPAN,2,5,243,263
7/3/2018,HARAPAN,2,1,146,10
7/4/2018,HARAPAN,1,3,116,223
7/5/2018,HARAPAN,2,2,234,161
7/6/2018,HARAPAN,3,2,297,254
7/7/2018,HARAPAN,2,10,160,1618
7/8/2018,HARAPAN,9,2,1613,75
7/9/2018,HARAPAN,2,4,190,214
7/10/2018,HARAPAN,2,1,139,13
7/11/2018,HARAPAN,2,2,183,148
7/12/2018,HARAPAN,2,1,156,20
7/13/2018,HARAPAN,4,3,127,134
7/14/2018,HARAPAN,2,8,129,1186
7/15/2018,HARAPAN,7,2,1093,43
7/16/2018,HARAPAN,2,4,27,82
7/17/2018,HARAPAN,2,2,102,46
7/18/2018,HARAPAN,2,2,52,51
7/19/2018,HARAPAN,4,3,76,106
7/20/2018,HARAPAN,3,2,80,131
7/21/2018,HARAPAN,2,6,59,933
7/22/2018,HARAPAN,6,2,989,48
7/23/2018,HARAPAN,2,3,175,36
7/24/2018,HARAPAN,0,1,0,7
7/25/2018,HARAPAN,1,1,8,13
7/26/2018,HARAPAN,4,1,53,16
7/27/2018,HARAPAN,4,2,83,129
7/28/2018,HARAPAN,2,9,48,1144
7/29/2018,HARAPAN,6,1,1058,2
7/30/2018,HARAPAN,2,3,70,70
7/31/2018,HARAPAN,2,2,74,42
8/1/2018,P. MUARA ANGKE,8,5,439,244
8/2/2018,P. MUARA ANGKE,7,8,323,434
8/3/2018,P. MUARA ANGKE,8,20,680,425
8/4/2018,P. MUARA ANGKE,22,9,2863,414
8/5/2018,P. MUARA ANGKE,8,22,532,3097
8/6/2018,P. MUARA ANGKE,9,6,425,533
8/7/2018,P. MUARA ANGKE,7,6,358,335
8/8/2018,P. MUARA ANGKE,6,7,398,310
8/9/2018,P. MUARA ANGKE,6,7,304,389
8/10/2018,P. MUARA ANGKE,7,19,517,321
8/11/2018,P. MUARA ANGKE,20,6,2095,347
8/12/2018,P. MUARA ANGKE,6,18,359,1994
8/13/2018,P. MUARA ANGKE,10,6,469,256
8/14/2018,P. MUARA ANGKE,7,7,327,312
8/15/2018,P. MUARA ANGKE,8,7,370,317
8/16/2018,P. MUARA ANGKE,8,20,456,289
8/17/2018,P. MUARA ANGKE,22,22,3964,387
8/18/2018,P. MUARA ANGKE,24,22,2105,2412
8/19/2018,P. MUARA ANGKE,12,26,350,3294
8/20/2018,P. MUARA ANGKE,11,6,288,367
8/21/2018,P. MUARA ANGKE,7,6,334,344
8/22/2018,P. MUARA ANGKE,5,6,220,186
8/23/2018,P. MUARA ANGKE,8,6,349,298
8/24/2018,P. MUARA ANGKE,7,17,517,438
8/25/2018,P. MUARA ANGKE,17,7,1906,418
8/26/2018,P. MUARA ANGKE,8,16,371,1966
8/27/2018,P. MUARA ANGKE,8,7,367,234
8/28/2018,P. MUARA ANGKE,7,5,535,186
8/29/2018,P. MUARA ANGKE,6,9,290,319
8/30/2018,P. MUARA ANGKE,8,8,412,453
8/31/2018,P. MUARA ANGKE,7,16,481,485
8/1/2018,MARINA ANCOL,12,10,397,324
8/2/2018,MARINA ANCOL,18,18,408,412
8/3/2018,MARINA ANCOL,17,19,613,724
8/4/2018,MARINA ANCOL,31,28,1408,1195
8/5/2018,MARINA ANCOL,16,18,363,665
8/6/2018,MARINA ANCOL,14,14,482,469
8/7/2018,MARINA ANCOL,15,14,487,438
8/8/2018,MARINA ANCOL,14,14,336,345
8/9/2018,MARINA ANCOL,11,10,294,329
8/10/2018,MARINA ANCOL,15,15,638,635
8/11/2018,MARINA ANCOL,31,31,1194,1211
8/12/2018,MARINA ANCOL,20,20,544,685
8/13/2018,MARINA ANCOL,12,12,449,384
8/14/2018,MARINA ANCOL,12,13,298,321
8/15/2018,MARINA ANCOL,12,12,222,313
8/16/2018,MARINA ANCOL,11,10,368,293
8/17/2018,MARINA ANCOL,32,32,1508,1215
8/18/2018,MARINA ANCOL,25,24,799,690
8/19/2018,MARINA ANCOL,20,25,419,937
8/20/2018,MARINA ANCOL,15,15,433,348
8/21/2018,MARINA ANCOL,16,15,322,330
8/22/2018,MARINA ANCOL,17,17,441,418
8/23/2018,MARINA ANCOL,8,8,343,337
8/24/2018,MARINA ANCOL,12,12,370,312
8/25/2018,MARINA ANCOL,32,32,1029,986
8/26/2018,MARINA ANCOL,16,18,329,644
8/27/2018,MARINA ANCOL,17,16,508,414
8/28/2018,MARINA ANCOL,20,20,418,429
8/29/2018,MARINA ANCOL,8,9,210,295
8/30/2018,MARINA ANCOL,20,21,527,624
8/31/2018,MARINA ANCOL,7,7,293,281
8/1/2018,UNTUNG JAWA,7,5,126,101
8/2/2018,UNTUNG JAWA,6,5,103,124
8/3/2018,UNTUNG JAWA,6,5,137,148
8/4/2018,UNTUNG JAWA,7,9,137,262
8/5/2018,UNTUNG JAWA,8,9,364,343
8/6/2018,UNTUNG JAWA,7,5,94,343
8/7/2018,UNTUNG JAWA,6,4,99,91
8/8/2018,UNTUNG JAWA,7,6,105,104
8/9/2018,UNTUNG JAWA,6,5,108,101
8/10/2018,UNTUNG JAWA,6,5,115,122
8/11/2018,UNTUNG JAWA,9,10,336,396
8/12/2018,UNTUNG JAWA,11,11,547,513
8/13/2018,UNTUNG JAWA,7,6,189,161
8/14/2018,UNTUNG JAWA,6,4,107,83
8/15/2018,UNTUNG JAWA,6,4,98,107
8/16/2018,UNTUNG JAWA,6,6,127,136
8/17/2018,UNTUNG JAWA,10,11,554,752
8/18/2018,UNTUNG JAWA,11,11,703,554
8/19/2018,UNTUNG JAWA,11,11,539,515
8/20/2018,UNTUNG JAWA,7,5,127,132
8/21/2018,UNTUNG JAWA,6,4,101,96
8/22/2018,UNTUNG JAWA,14,15,1075,1059
8/23/2018,UNTUNG JAWA,6,6,148,159
8/24/2018,UNTUNG JAWA,6,6,156,149
8/25/2018,UNTUNG JAWA,9,9,235,246
8/26/2018,UNTUNG JAWA,10,10,685,654
8/27/2018,UNTUNG JAWA,6,4,107,118
8/28/2018,UNTUNG JAWA,7,7,94,83
8/29/2018,UNTUNG JAWA,7,6,130,104
8/30/2018,UNTUNG JAWA,10,10,457,449
8/31/2018,UNTUNG JAWA,6,5,139,128
8/1/2018,LANCANG,3,3,61,81
8/2/2018,LANCANG,3,3,60,71
8/3/2018,LANCANG,3,3,46,54
8/4/2018,LANCANG,3,3,108,103
8/5/2018,LANCANG,3,3,131,128
8/6/2018,LANCANG,3,3,69,73
8/7/2018,LANCANG,3,3,68,72
8/8/2018,LANCANG,3,3,61,76
8/9/2018,LANCANG,4,4,75,52
8/10/2018,LANCANG,4,4,60,73
8/11/2018,LANCANG,5,5,129,138
8/12/2018,LANCANG,4,4,130,126
8/13/2018,LANCANG,4,4,82,70
8/14/2018,LANCANG,4,4,53,58
8/15/2018,LANCANG,4,4,88,89
8/16/2018,LANCANG,4,4,62,84
8/17/2018,LANCANG,4,4,82,60
8/18/2018,LANCANG,4,4,101,111
8/19/2018,LANCANG,4,4,152,83
8/20/2018,LANCANG,4,4,77,61
8/21/2018,LANCANG,4,4,74,99
8/22/2018,LANCANG,4,4,83,89
8/23/2018,LANCANG,4,4,94,104
8/24/2018,LANCANG,4,4,95,99
8/25/2018,LANCANG,4,4,87,113
8/26/2018,LANCANG,4,4,116,91
8/27/2018,LANCANG,4,4,100,101
8/28/2018,LANCANG,4,4,49,74
8/29/2018,LANCANG,4,4,50,112
8/30/2018,LANCANG,4,4,87,68
8/31/2018,LANCANG,4,4,71,93
8/1/2018,PARI,3,5,130,158
8/2/2018,PARI,3,4,136,80
8/3/2018,PARI,3,3,123,290
8/4/2018,PARI,3,15,166,1186
8/5/2018,PARI,10,4,1114,220
8/6/2018,PARI,4,4,195,283
8/7/2018,PARI,3,4,155,134
8/8/2018,PARI,4,3,151,154
8/9/2018,PARI,3,3,140,118
8/10/2018,PARI,3,4,98,301
8/11/2018,PARI,3,8,146,865
8/12/2018,PARI,8,5,834,114
8/13/2018,PARI,3,3,131,129
8/14/2018,PARI,3,3,100,146
8/15/2018,PARI,4,5,148,111
8/16/2018,PARI,3,3,156,113
8/17/2018,PARI,3,13,158,1246
8/18/2018,PARI,8,9,810,791
8/19/2018,PARI,7,4,1034,136
8/20/2018,PARI,3,3,171,68
8/21/2018,PARI,4,3,120,166
8/22/2018,PARI,3,3,130,98
8/23/2018,PARI,3,3,138,120
8/24/2018,PARI,3,4,91,183
8/25/2018,PARI,3,9,160,875
8/26/2018,PARI,6,3,840,132
8/27/2018,PARI,3,4,112,139
8/28/2018,PARI,3,3,105,134
8/29/2018,PARI,3,3,154,101
8/30/2018,PARI,3,3,104,99
8/31/2018,PARI,3,3,109,138
8/1/2018,TIDUNG/PAYUNG,3,6,79,240
8/2/2018,TIDUNG/PAYUNG,4,3,195,154
8/3/2018,TIDUNG/PAYUNG,4,3,229,196
8/4/2018,TIDUNG/PAYUNG,3,6,189,866
8/5/2018,TIDUNG/PAYUNG,10,4,1163,219
8/6/2018,TIDUNG/PAYUNG,2,4,153,147
8/7/2018,TIDUNG/PAYUNG,2,4,129,188
8/8/2018,TIDUNG/PAYUNG,3,4,146,168
8/9/2018,TIDUNG/PAYUNG,5,3,213,118
8/10/2018,TIDUNG/PAYUNG,5,3,210,183
8/11/2018,TIDUNG/PAYUNG,4,7,186,702
8/12/2018,TIDUNG/PAYUNG,5,4,520,138
8/13/2018,TIDUNG/PAYUNG,3,3,90,152
8/14/2018,TIDUNG/PAYUNG,2,2,86,116
8/15/2018,TIDUNG/PAYUNG,2,3,126,147
8/16/2018,TIDUNG/PAYUNG,4,3,181,222
8/17/2018,TIDUNG/PAYUNG,4,7,227,1054
8/18/2018,TIDUNG/PAYUNG,10,6,953,517
8/19/2018,TIDUNG/PAYUNG,9,7,1091,146
8/20/2018,TIDUNG/PAYUNG,3,5,151,96
8/21/2018,TIDUNG/PAYUNG,5,5,205,115
8/22/2018,TIDUNG/PAYUNG,2,2,73,156
8/23/2018,TIDUNG/PAYUNG,2,2,155,210
8/24/2018,TIDUNG/PAYUNG,3,4,108,310
8/25/2018,TIDUNG/PAYUNG,3,5,229,708
8/26/2018,TIDUNG/PAYUNG,6,4,726,135
8/27/2018,TIDUNG/PAYUNG,4,3,132,143
8/28/2018,TIDUNG/PAYUNG,3,3,77,304
8/29/2018,TIDUNG/PAYUNG,4,6,201,167
8/30/2018,TIDUNG/PAYUNG,4,3,280,105
8/31/2018,TIDUNG/PAYUNG,4,3,221,202
8/1/2018,PRAMUKA/PANGGANG,2,2,116,117
8/2/2018,PRAMUKA/PANGGANG,3,2,138,94
8/3/2018,PRAMUKA/PANGGANG,2,2,112,120
8/4/2018,PRAMUKA/PANGGANG,4,9,203,620
8/5/2018,PRAMUKA/PANGGANG,7,3,590,156
8/6/2018,PRAMUKA/PANGGANG,3,3,244,153
8/7/2018,PRAMUKA/PANGGANG,2,3,156,177
8/8/2018,PRAMUKA/PANGGANG,2,2,107,178
8/9/2018,PRAMUKA/PANGGANG,3,2,155,112
8/10/2018,PRAMUKA/PANGGANG,4,2,196,168
8/11/2018,PRAMUKA/PANGGANG,5,11,169,1360
8/12/2018,PRAMUKA/PANGGANG,9,3,1125,183
8/13/2018,PRAMUKA/PANGGANG,2,2,141,206
8/14/2018,PRAMUKA/PANGGANG,2,2,115,112
8/15/2018,PRAMUKA/PANGGANG,2,2,172,93
8/16/2018,PRAMUKA/PANGGANG,2,3,115,183
8/17/2018,PRAMUKA/PANGGANG,4,4,182,708
8/18/2018,PRAMUKA/PANGGANG,5,5,270,518
8/19/2018,PRAMUKA/PANGGANG,9,3,786,175
8/20/2018,PRAMUKA/PANGGANG,2,2,120,118
8/21/2018,PRAMUKA/PANGGANG,3,2,132,160
8/22/2018,PRAMUKA/PANGGANG,2,2,158,131
8/23/2018,PRAMUKA/PANGGANG,2,3,172,127
8/24/2018,PRAMUKA/PANGGANG,3,2,140,140
8/25/2018,PRAMUKA/PANGGANG,3,5,144,425
8/26/2018,PRAMUKA/PANGGANG,5,2,497,159
8/27/2018,PRAMUKA/PANGGANG,2,2,131,159
8/28/2018,PRAMUKA/PANGGANG,2,2,82,146
8/29/2018,PRAMUKA/PANGGANG,4,4,107,95
8/30/2018,PRAMUKA/PANGGANG,4,4,215,1504
8/31/2018,PRAMUKA/PANGGANG,3,3,207,116
8/1/2018,KELAPA,3,3,92,95
8/2/2018,KELAPA,3,3,100,122
8/3/2018,KELAPA,4,4,69,183
8/4/2018,KELAPA,2,5,41,190
8/5/2018,KELAPA,5,2,179,86
8/6/2018,KELAPA,3,4,109,96
8/7/2018,KELAPA,4,3,97,126
8/8/2018,KELAPA,3,4,93,114
8/9/2018,KELAPA,3,4,115,147
8/10/2018,KELAPA,4,2,73,101
8/11/2018,KELAPA,3,5,115,157
8/12/2018,KELAPA,5,3,130,89
8/13/2018,KELAPA,2,2,65,156
8/14/2018,KELAPA,4,3,78,97
8/15/2018,KELAPA,4,4,88,100
8/16/2018,KELAPA,4,4,82,96
8/17/2018,KELAPA,4,3,80,113
8/18/2018,KELAPA,3,5,82,124
8/19/2018,KELAPA,5,3,156,89
8/20/2018,KELAPA,3,4,138,119
8/21/2018,KELAPA,2,3,123,73
8/22/2018,KELAPA,2,3,24,58
