tanggal,pelabuhan,kapal_berangkat,kapal_tiba,penumpang_naik,penumpang_turun
1/1/2018,P. MUARA ANGKE,12,32,1370,7783
1/2/2018,P. MUARA ANGKE,15,14,841,2303
1/3/2018,P. MUARA ANGKE,13,6,1013,981
1/4/2018,P. MUARA ANGKE,7,10,811,1092
1/5/2018,P. MUARA ANGKE,12,13,1017,763
1/6/2018,P. MUARA ANGKE,18,7,2794,678
1/7/2018,P. MUARA ANGKE,9,13,872,2167
1/8/2018,P. MUARA ANGKE,5,6,278,376
1/9/2018,P. MUARA ANGKE,4,5,315,238
1/10/2018,P. MUARA ANGKE,5,6,301,245
1/11/2018,P. MUARA ANGKE,4,5,307,268
1/12/2018,P. MUARA ANGKE,6,11,622,442
1/13/2018,P. MUARA ANGKE,17,7,2156,365
1/14/2018,P. MUARA ANGKE,7,16,478,2017
1/15/2018,P. MUARA ANGKE,11,7,740,370
1/16/2018,P. MUARA ANGKE,7,8,621,531
1/17/2018,P. MUARA ANGKE,6,6,312,430
1/18/2018,P. MUARA ANGKE,7,7,472,376
1/19/2018,P. MUARA ANGKE,6,9,444,532
1/20/2018,P. MUARA ANGKE,15,5,1844,279
1/21/2018,P. MUARA ANGKE,6,12,450,1714
1/22/2018,P. MUARA ANGKE,10,4,544,265
1/23/2018,P. MUARA ANGKE,6,6,356,416
1/24/2018,P. MUARA ANGKE,6,4,319,406
1/25/2018,P. MUARA ANGKE,4,6,202,475
1/26/2018,P. MUARA ANGKE,7,10,491,322
1/27/2018,P. MUARA ANGKE,19,11,2531,393
1/28/2018,P. MUARA ANGKE,6,14,389,2170
1/29/2018,P. MUARA ANGKE,12,8,471,388
1/30/2018,P. MUARA ANGKE,9,8,254,250
1/31/2018,P. MUARA ANGKE,6,5,225,235
1/1/2018,MARINA/ANCOL,12,1,561,15
1/2/2018,MARINA/ANCOL,4,6,362,409
1/3/2018,MARINA/ANCOL,3,4,282,2890
1/4/2018,MARINA/ANCOL,3,4,256,294
1/5/2018,MARINA/ANCOL,6,6,479,265
1/6/2018,MARINA/ANCOL,3,6,573,493
1/7/2018,MARINA/ANCOL,5,6,463,701
1/8/2018,MARINA/ANCOL,4,4,275,174
1/9/2018,MARINA/ANCOL,3,3,205,258
1/10/2018,MARINA/ANCOL,3,4,3,214
1/11/2018,MARINA/ANCOL,1,1,3,3
1/12/2018,MARINA/ANCOL,2,3,11,26
1/13/2018,MARINA/ANCOL,1,1,9,11
1/14/2018,MARINA/ANCOL,8,4,1123,127
1/15/2018,MARINA/ANCOL,4,1,142,167
1/16/2018,MARINA/ANCOL,4,1,337,541
1/17/2018,MARINA/ANCOL,7,7,160,141
1/18/2018,MARINA/ANCOL,6,5,293,324
1/19/2018,MARINA/ANCOL,3,2,94,53
1/20/2018,MARINA/ANCOL,18,18,1259,640
1/21/2018,MARINA/ANCOL,14,14,343,656
1/22/2018,MARINA/ANCOL,7,7,187,155
1/23/2018,MARINA/ANCOL,3,3,150,162
1/24/2018,MARINA/ANCOL,11,11,292,328
1/25/2018,MARINA/ANCOL,2,2,127,112
1/26/2018,MARINA/ANCOL,2,2,109,125
1/27/2018,MARINA/ANCOL,18,17,981,593
1/28/2018,MARINA/ANCOL,16,16,271,768
1/29/2018,MARINA/ANCOL,6,6,271,277
1/30/2018,MARINA/ANCOL,10,10,223,207
1/31/2018,MARINA/ANCOL,2,2,142,140
1/1/2018,UNTUNG/JAWA,7,19,686,787
1/2/2018,UNTUNG/JAWA,5,7,222,208
1/3/2018,UNTUNG/JAWA,7,7,246,209
1/4/2018,UNTUNG/JAWA,8,8,365,343
1/5/2018,UNTUNG/JAWA,6,6,239,272
1/6/2018,UNTUNG/JAWA,9,8,183,415
1/7/2018,UNTUNG/JAWA,11,10,503,569
1/8/2018,UNTUNG/JAWA,12,13,476,618
1/9/2018,UNTUNG/JAWA,5,5,132,163
1/10/2018,UNTUNG/JAWA,7,6,105,122
1/11/2018,UNTUNG/JAWA,6,6,151,129
1/12/2018,UNTUNG/JAWA,6,6,178,128
1/13/2018,UNTUNG/JAWA,6,6,268,317
1/14/2018,UNTUNG/JAWA,6,8,427,386
1/15/2018,UNTUNG/JAWA,5,5,229,126
1/16/2018,UNTUNG/JAWA,6,6,114,101
1/17/2018,UNTUNG/JAWA,6,5,59,46
1/18/2018,UNTUNG/JAWA,4,4,68,453
1/19/2018,UNTUNG/JAWA,6,6,219,201
1/20/2018,UNTUNG/JAWA,12,12,535,559
1/21/2018,UNTUNG/JAWA,15,14,646,519
1/22/2018,UNTUNG/JAWA,5,5,106,97
1/23/2018,UNTUNG/JAWA,5,5,135,131
1/24/2018,UNTUNG/JAWA,3,2,112,109
1/25/2018,UNTUNG/JAWA,5,5,115,122
1/26/2018,UNTUNG/JAWA,7,7,130,99
1/27/2018,UNTUNG/JAWA,10,13,244,362
1/28/2018,UNTUNG/JAWA,12,11,560,481
1/29/2018,UNTUNG/JAWA,7,7,113,142
1/30/2018,UNTUNG/JAWA,5,5,82,87
1/31/2018,UNTUNG/JAWA,8,8,94,250
1/1/2018,LANCANG,4,4,50,67
1/2/2018,LANCANG,4,4,81,74
1/3/2018,LANCANG,4,4,23,45
1/4/2018,LANCANG,4,4,80,86
1/5/2018,LANCANG,4,4,87,87
1/6/2018,LANCANG,4,4,102,95
1/7/2018,LANCANG,4,4,201,95
1/8/2018,LANCANG,4,4,72,94
1/9/2018,LANCANG,4,4,74,87
1/10/2018,LANCANG,4,4,78,95
1/11/2018,LANCANG,4,4,35,45
1/12/2018,LANCANG,4,4,74,63
1/13/2018,LANCANG,4,4,113,186
1/14/2018,LANCANG,4,4,71,59
1/15/2018,LANCANG,4,4,75,64
1/16/2018,LANCANG,4,4,60,60
1/17/2018,LANCANG,4,4,65,74
1/18/2018,LANCANG,4,4,63,58
1/19/2018,LANCANG,4,4,70,77
1/20/2018,LANCANG,4,4,55,83
1/21/2018,LANCANG,4,4,95,80
1/22/2018,LANCANG,4,4,78,80
1/23/2018,LANCANG,4,4,65,69
1/24/2018,LANCANG,4,4,221,428
1/25/2018,LANCANG,4,4,50,59
1/26/2018,LANCANG,4,4,59,62
1/27/2018,LANCANG,4,4,179,72
1/28/2018,LANCANG,4,4,179,150
1/29/2018,LANCANG,4,4,61,63
1/30/2018,LANCANG,4,4,43,68
1/31/2018,LANCANG,4,4,95,56
1/1/2018,PARI,3,28,253,2705
1/2/2018,PARI,12,15,2364,1951
1/3/2018,PARI,5,5,379,317
1/4/2018,PARI,6,6,380,347
1/5/2018,PARI,6,9,295,483
1/6/2018,PARI,6,12,389,1080
1/7/2018,PARI,10,8,850,156
1/8/2018,PARI,5,4,72,96
1/9/2018,PARI,5,5,119,101
1/10/2018,PARI,4,6,144,188
1/11/2018,PARI,5,6,142,211
1/12/2018,PARI,5,7,117,300
1/13/2018,PARI,4,9,237,665
1/14/2018,PARI,12,5,814,100
1/15/2018,PARI,5,5,142,178
1/16/2018,PARI,4,7,160,119
1/17/2018,PARI,3,4,88,121
1/18/2018,PARI,4,4,135,62
1/19/2018,PARI,5,6,75,194
1/20/2018,PARI,7,13,455,1076
1/21/2018,PARI,7,4,689,87
1/22/2018,PARI,6,5,84,254
1/23/2018,PARI,5,4,175,59
1/24/2018,PARI,5,7,161,206
1/25/2018,PARI,4,4,142,130
1/26/2018,PARI,4,6,170,184
1/27/2018,PARI,4,9,78,1059
1/28/2018,PARI,10,4,1082,150
1/29/2018,PARI,4,8,189,166
1/30/2018,PARI,5,5,110,62
1/31/2018,PARI,4,5,104,51
1/1/2018,TIDUNG/PAYUNG,1,12,65,3508
1/2/2018,TIDUNG/PAYUNG,9,5,1399,275
1/3/2018,TIDUNG/PAYUNG,8,3,1460,247
1/4/2018,TIDUNG/PAYUNG,6,2,419,210
1/5/2018,TIDUNG/PAYUNG,3,3,314,445
1/6/2018,TIDUNG/PAYUNG,4,8,388,1335
1/7/2018,TIDUNG/PAYUNG,8,5,1043,507
1/8/2018,TIDUNG/PAYUNG,1,2,53,121
1/9/2018,TIDUNG/PAYUNG,2,2,90,121
1/10/2018,TIDUNG/PAYUNG,3,3,85,105
1/11/2018,TIDUNG/PAYUNG,3,3,93,186
1/12/2018,TIDUNG/PAYUNG,4,4,160,229
1/13/2018,TIDUNG/PAYUNG,4,8,234,1132
1/14/2018,TIDUNG/PAYUNG,9,4,1179,302
1/15/2018,TIDUNG/PAYUNG,3,5,345,1235
1/16/2018,TIDUNG/PAYUNG,4,4,207,167
1/17/2018,TIDUNG/PAYUNG,5,4,132,164
1/18/2018,TIDUNG/PAYUNG,3,4,129,253
1/19/2018,TIDUNG/PAYUNG,5,4,338,350
1/20/2018,TIDUNG/PAYUNG,4,6,254,462
1/21/2018,TIDUNG/PAYUNG,8,4,683,187
1/22/2018,TIDUNG/PAYUNG,2,3,162,216
1/23/2018,TIDUNG/PAYUNG,5,4,245,128
1/24/2018,TIDUNG/PAYUNG,3,2,112,109
1/25/2018,TIDUNG/PAYUNG,3,2,162,82
1/26/2018,TIDUNG/PAYUNG,4,4,147,240
1/27/2018,TIDUNG/PAYUNG,4,8,290,966
1/28/2018,TIDUNG/PAYUNG,8,3,737,127
1/29/2018,TIDUNG/PAYUNG,3,3,101,220
1/30/2018,TIDUNG/PAYUNG,3,3,156,118
1/31/2018,TIDUNG/PAYUNG,2,3,108,113
1/1/2018,PRAMUKA/PANGGANG,1,2,65,150
1/2/2018,PRAMUKA/PANGGANG,2,2,196,228
1/3/2018,PRAMUKA/PANGGANG,2,4,319,268
1/4/2018,PRAMUKA/PANGGANG,4,2,300,147
1/5/2018,PRAMUKA/PANGGANG,3,3,214,276
1/6/2018,PRAMUKA/PANGGANG,5,7,226,439
1/7/2018,PRAMUKA/PANGGANG,7,4,612,359
1/8/2018,PRAMUKA/PANGGANG,2,2,131,103
1/9/2018,PRAMUKA/PANGGANG,3,4,109,158
1/10/2018,PRAMUKA/PANGGANG,2,2,125,90
1/11/2018,PRAMUKA/PANGGANG,2,2,117,136
1/12/2018,PRAMUKA/PANGGANG,3,3,122,135
1/13/2018,PRAMUKA/PANGGANG,3,5,106,503
1/14/2018,PRAMUKA/PANGGANG,6,6,476,232
1/15/2018,PRAMUKA/PANGGANG,4,4,164,166
1/16/2018,PRAMUKA/PANGGANG,2,3,75,151
1/17/2018,PRAMUKA/PANGGANG,5,5,124,95
1/18/2018,PRAMUKA/PANGGANG,4,4,101,107
1/19/2018,PRAMUKA/PANGGANG,3,3,110,171
1/20/2018,PRAMUKA/PANGGANG,4,8,134,570
1/21/2018,PRAMUKA/PANGGANG,6,4,531,122
1/22/2018,PRAMUKA/PANGGANG,4,4,114,93
1/23/2018,PRAMUKA/PANGGANG,4,4,100,117
1/24/2018,PRAMUKA/PANGGANG,4,4,126,104
1/25/2018,PRAMUKA/PANGGANG,5,4,180,81
1/26/2018,PRAMUKA/PANGGANG,6,3,163,86
1/27/2018,PRAMUKA/PANGGANG,4,7,75,459
1/28/2018,PRAMUKA/PANGGANG,9,4,416,147
1/29/2018,PRAMUKA/PANGGANG,4,4,92,172
1/30/2018,PRAMUKA/PANGGANG,5,4,141,55
1/31/2018,PRAMUKA/PANGGANG,4,4,104,122
1/1/2018,KELAPA,3,2,90,189
1/2/2018,KELAPA,2,2,121,81
1/3/2018,KELAPA,5,5,143,181
1/4/2018,KELAPA,5,5,194,176
1/5/2018,KELAPA,3,3,85,107
1/6/2018,KELAPA,4,4,149,141
1/7/2018,KELAPA,5,4,106,101
1/8/2018,KELAPA,2,3,24,135
1/9/2018,KELAPA,3,4,76,175
1/10/2018,KELAPA,4,4,106,77
1/11/2018,KELAPA,4,4,132,128
1/12/2018,KELAPA,3,3,79,200
1/13/2018,KELAPA,3,5,187,157
1/14/2018,KELAPA,6,5,123,119
1/15/2018,KELAPA,4,5,113,127
1/16/2018,KELAPA,4,4,85,79
1/17/2018,KELAPA,4,4,102,95
1/18/2018,KELAPA,5,4,106,83
1/19/2018,KELAPA,4,4,67,76
1/20/2018,KELAPA,4,4,92,77
1/21/2018,KELAPA,4,4,63,136
1/22/2018,KELAPA,3,3,90,67
1/23/2018,KELAPA,3,3,72,108
1/24/2018,KELAPA,3,4,43,75
1/25/2018,KELAPA,5,3,173,32
1/26/2018,KELAPA,3,4,77,100
1/27/2018,KELAPA,6,6,196,188
1/28/2018,KELAPA,4,4,99,137
1/29/2018,KELAPA,3,4,114,87
1/30/2018,KELAPA,5,6,88,166
1/31/2018,KELAPA,4,4,124,76
1/1/2018,HARAPAN,4,12,64,2613
1/2/2018,HARAPAN,9,5,1608,1198
1/3/2018,HARAPAN,1,3,10,127
1/4/2018,HARAPAN,2,2,152,98
1/5/2018,HARAPAN,4,2,153,114
1/6/2018,HARAPAN,1,5,16,541
1/7/2018,HARAPAN,4,2,578,11
1/8/2018,HARAPAN,1,3,16,35
1/9/2018,HARAPAN,2,2,41,17
1/10/2018,HARAPAN,2,2,26,84
1/11/2018,HARAPAN,3,2,74,15
1/12/2018,HARAPAN,2,2,45,20
1/13/2018,HARAPAN,1,7,14,685
1/14/2018,HARAPAN,6,2,660,14
1/15/2018,HARAPAN,2,4,65,253
1/16/2018,HARAPAN,3,3,224,297
1/17/2018,HARAPAN,2,2,164,37
1/18/2018,HARAPAN,2,2,148,64
1/19/2018,HARAPAN,2,2,40,67
1/20/2018,HARAPAN,1,5,7,618
1/21/2018,HARAPAN,5,1,618,6
1/22/2018,HARAPAN,2,4,26,131
1/23/2018,HARAPAN,2,3,85,133
1/24/2018,HARAPAN,2,2,116,55
1/25/2018,HARAPAN,2,2,28,100
1/26/2018,HARAPAN,5,1,59,46
1/27/2018,HARAPAN,1,7,9,842
1/28/2018,HARAPAN,5,1,781,17
1/29/2018,HARAPAN,1,3,6,64
1/30/2018,HARAPAN,1,5,21,101
1/31/2018,HARAPAN,2,2,33,26
2/1/2018,P. MUARA ANGKE,5,8,210,281
2/2/2018,P. MUARA ANGKE,9,17,668,404
2/3/2018,P. MUARA ANGKE,16,4,2258,202
2/4/2018,P. MUARA ANGKE,6,16,339,1966
2/5/2018,P. MUARA ANGKE,9,5,478,461
2/6/2018,P. MUARA ANGKE,6,4,390,307
2/7/2018,P. MUARA ANGKE,5,5,200,413
2/8/2018,P. MUARA ANGKE,5,7,219,276
2/9/2018,P. MUARA ANGKE,7,13,570,281
2/10/2018,P. MUARA ANGKE,13,7,1553,199
2/11/2018,P. MUARA ANGKE,8,13,286,1535
2/12/2018,P. MUARA ANGKE,8,4,210,147
2/13/2018,P. MUARA ANGKE,4,5,317,205
2/14/2018,P. MUARA ANGKE,5,5,189,202
2/15/2018,P. MUARA ANGKE,5,15,366,229
2/16/2018,P. MUARA ANGKE,19,17,2841,445
2/17/2018,P. MUARA ANGKE,19,15,2184,1504
2/18/2018,P. MUARA ANGKE,8,15,367,2282
2/19/2018,P. MUARA ANGKE,9,4,360,235
2/20/2018,P. MUARA ANGKE,4,5,262,253
2/21/2018,P. MUARA ANGKE,7,4,292,231
2/22/2018,P. MUARA ANGKE,4,7,314,308
2/23/2018,P. MUARA ANGKE,8,15,502,304
2/24/2018,P. MUARA ANGKE,15,6,1641,357
2/25/2018,P. MUARA ANGKE,6,11,336,1495
2/26/2018,P. MUARA ANGKE,5,5,315,305
2/27/2018,P. MUARA ANGKE,6,4,194,258
2/28/2018,P. MUARA ANGKE,5,4,274,253
2/1/2018,MARINA ANCOL,5,5,186,187
2/2/2018,MARINA ANCOL,9,9,189,217
2/3/2018,MARINA ANCOL,9,10,557,69
2/4/2018,MARINA ANCOL,7,7,154,612
2/5/2018,MARINA ANCOL,10,10,262,217
2/6/2018,MARINA ANCOL,4,4,149,57
2/7/2018,MARINA ANCOL,4,4,176,194
2/8/2018,MARINA ANCOL,4,4,106,17
2/9/2018,MARINA ANCOL,12,12,257,261
2/10/2018,MARINA ANCOL,5,5,253,240
2/11/2018,MARINA ANCOL,5,5,381,376
2/12/2018,MARINA ANCOL,6,6,293,209
2/13/2018,MARINA ANCOL,6,6,648,227
2/14/2018,MARINA ANCOL,4,4,351,179
2/15/2018,MARINA ANCOL,2,2,138,135
2/16/2018,MARINA ANCOL,15,15,849,433
2/17/2018,MARINA ANCOL,12,12,597,641
2/18/2018,MARINA ANCOL,12,12,578,256
2/19/2018,MARINA ANCOL,11,11,438,334
2/20/2018,MARINA ANCOL,10,10,288,288
2/21/2018,MARINA ANCOL,9,9,300,190
2/22/2018,MARINA ANCOL,8,8,185,215
2/23/2018,MARINA ANCOL,11,11,230,220
2/24/2018,MARINA ANCOL,23,23,822,220
2/25/2018,MARINA ANCOL,14,14,278,768
2/26/2018,MARINA ANCOL,11,11,310,270
2/27/2018,MARINA ANCOL,2,2,111,135
2/28/2018,MARINA ANCOL,2,2,140,123
2/1/2018,UNTUNG JAWA,5,5,71,74
2/2/2018,UNTUNG JAWA,5,6,111,89
2/3/2018,UNTUNG JAWA,3,4,44,76
2/4/2018,UNTUNG JAWA,9,4,493,322
2/5/2018,UNTUNG JAWA,5,5,191,163
2/6/2018,UNTUNG JAWA,5,5,94,101
2/7/2018,UNTUNG JAWA,5,5,106,125
2/8/2018,UNTUNG JAWA,5,5,85,52
2/9/2018,UNTUNG JAWA,4,4,203,202
2/10/2018,UNTUNG JAWA,7,8,269,277
2/11/2018,UNTUNG JAWA,6,6,365,338
2/12/2018,UNTUNG JAWA,5,5,100,107
2/13/2018,UNTUNG JAWA,4,4,81,89
2/14/2018,UNTUNG JAWA,3,3,55,49
2/15/2018,UNTUNG JAWA,3,3,54,62
2/16/2018,UNTUNG JAWA,11,14,528,651
2/17/2018,UNTUNG JAWA,13,13,844,767
2/18/2018,UNTUNG JAWA,14,15,898,764
2/19/2018,UNTUNG JAWA,6,4,194,171
2/20/2018,UNTUNG JAWA,6,6,132,161
2/21/2018,UNTUNG JAWA,5,4,134,105
2/22/2018,UNTUNG JAWA,5,5,104,111
2/23/2018,UNTUNG JAWA,5,5,59,54
2/24/2018,UNTUNG JAWA,7,8,243,323
2/25/2018,UNTUNG JAWA,10,9,494,361
2/26/2018,UNTUNG JAWA,6,5,148,164
2/27/2018,UNTUNG JAWA,6,6,104,98
2/28/2018,UNTUNG JAWA,5,5,96,91
2/1/2018,LANCANG,4,4,52,58
2/2/2018,LANCANG,4,4,54,77
2/3/2018,LANCANG,4,4,73,73
2/4/2018,LANCANG,4,4,135,79
2/5/2018,LANCANG,4,4,61,87
2/6/2018,LANCANG,4,4,64,65
2/7/2018,LANCANG,4,6,81,62
2/8/2018,LANCANG,1,1,26,29
2/9/2018,LANCANG,4,4,68,87
2/10/2018,LANCANG,4,4,98,94
2/11/2018,LANCANG,4,4,131,96
2/12/2018,LANCANG,4,4,55,74
2/13/2018,LANCANG,4,4,48,45
2/14/2018,LANCANG,4,4,62,55
2/15/2018,LANCANG,4,4,61,52
2/16/2018,LANCANG,4,4,82,65
2/17/2018,LANCANG,4,4,114,102
2/18/2018,LANCANG,4,4,214,101
2/19/2018,LANCANG,4,4,65,62
2/20/2018,LANCANG,4,4,51,64
2/21/2018,LANCANG,4,4,66,54
2/22/2018,LANCANG,4,4,48,60
2/23/2018,LANCANG,4,4,59,105
2/24/2018,LANCANG,4,4,109,110
2/25/2018,LANCANG,4,4,143,89
2/26/2018,LANCANG,4,4,66,69
2/27/2018,LANCANG,4,3,57,111
2/28/2018,LANCANG,4,4,53,60
2/1/2018,PARI,3,5,81,133
2/2/2018,PARI,5,8,120,493
2/3/2018,PARI,4,7,347,687
2/4/2018,PARI,8,4,543,322
2/5/2018,PARI,3,4,131,68
2/6/2018,PARI,4,5,152,185
2/7/2018,PARI,5,5,850,156
2/8/2018,PARI,4,4,76,68
2/9/2018,PARI,4,4,174,165
2/10/2018,PARI,6,8,181,570
2/11/2018,PARI,7,4,528,84
2/12/2018,PARI,4,4,56,92
2/13/2018,PARI,5,1,171,196
2/14/2018,PARI,3,4,114,64
2/15/2018,PARI,3,3,99,82
2/16/2018,PARI,10,10,85,959
2/17/2018,PARI,10,10,712,579
2/18/2018,PARI,7,7,728,93
2/19/2018,PARI,4,4,110,190
2/20/2018,PARI,4,2,147,128
2/21/2018,PARI,4,4,150,150
2/22/2018,PARI,4,4,146,94
2/23/2018,PARI,4,3,46,102
2/24/2018,PARI,3,7,110,556
2/25/2018,PARI,6,6,546,128
2/26/2018,PARI,4,4,127,92
2/27/2018,PARI,3,4,98,77
2/28/2018,PARI,3,3,50,50
2/1/2018,TIDUNG/PAYUNG,4,3,99,141
2/2/2018,TIDUNG/PAYUNG,5,4,184,186
2/3/2018,TIDUNG/PAYUNG,3,6,117,742
2/4/2018,TIDUNG/PAYUNG,6,3,765,169
2/5/2018,TIDUNG/PAYUNG,3,4,93,171
2/6/2018,TIDUNG/PAYUNG,4,4,160,106
2/7/2018,TIDUNG/PAYUNG,3,4,117,125
2/8/2018,TIDUNG/PAYUNG,4,3,126,54
2/9/2018,TIDUNG/PAYUNG,4,4,88,143
2/10/2018,TIDUNG/PAYUNG,3,8,87,824
2/11/2018,TIDUNG/PAYUNG,3,6,101,672
2/12/2018,TIDUNG/PAYUNG,3,3,85,82
2/13/2018,TIDUNG/PAYUNG,5,5,78,147
2/14/2018,TIDUNG/PAYUNG,3,4,114,258
2/15/2018,TIDUNG/PAYUNG,5,2,317,123
2/16/2018,TIDUNG/PAYUNG,6,12,253,1278
2/17/2018,TIDUNG/PAYUNG,11,10,1013,893
2/18/2018,TIDUNG/PAYUNG,8,5,1258,205
2/19/2018,TIDUNG/PAYUNG,2,2,152,103
2/20/2018,TIDUNG/PAYUNG,2,2,72,142
2/21/2018,TIDUNG/PAYUNG,3,4,152,132
2/22/2018,TIDUNG/PAYUNG,4,2,116,149
2/23/2018,TIDUNG/PAYUNG,4,5,143,252
2/24/2018,TIDUNG/PAYUNG,5,8,272,664
2/25/2018,TIDUNG/PAYUNG,5,3,664,168
2/26/2018,TIDUNG/PAYUNG,2,2,145,204
2/27/2018,TIDUNG/PAYUNG,3,4,309,212
2/28/2018,TIDUNG/PAYUNG,2,3,179,146
2/1/2018,PRAMUKA/PANGGANG,6,4,78,89
2/2/2018,PRAMUKA/PANGGANG,6,4,231,130
2/3/2018,PRAMUKA/PANGGANG,5,2,51,153
2/4/2018,PRAMUKA/PANGGANG,6,2,507,57
2/5/2018,PRAMUKA/PANGGANG,3,4,116,133
2/6/2018,PRAMUKA/PANGGANG,4,3,144,90
2/7/2018,PRAMUKA/PANGGANG,4,2,154,59
2/8/2018,PRAMUKA/PANGGANG,4,3,121,109
2/9/2018,PRAMUKA/PANGGANG,5,3,126,102
2/10/2018,PRAMUKA/PANGGANG,4,6,110,372
2/11/2018,PRAMUKA/PANGGANG,4,4,446,4
2/12/2018,PRAMUKA/PANGGANG,3,3,64,189
2/13/2018,PRAMUKA/PANGGANG,5,3,125,74
2/14/2018,PRAMUKA/PANGGANG,4,4,73,121
2/15/2018,PRAMUKA/PANGGANG,4,3,184,118
2/16/2018,PRAMUKA/PANGGANG,4,6,172,450
2/17/2018,PRAMUKA/PANGGANG,4,6,266,470
2/18/2018,PRAMUKA/PANGGANG,4,4,591,235
2/19/2018,PRAMUKA/PANGGANG,3,4,118,164
2/20/2018,PRAMUKA/PANGGANG,4,4,87,114
2/21/2018,PRAMUKA/PANGGANG,4,4,89,121
2/22/2018,PRAMUKA/PANGGANG,3,4,120,138
2/23/2018,PRAMUKA/PANGGANG,3,3,114,126
2/24/2018,PRAMUKA/PANGGANG,3,5,114,540
2/25/2018,PRAMUKA/PANGGANG,6,3,556,174
2/26/2018,PRAMUKA/PANGGANG,2,2,110,115
2/27/2018,PRAMUKA/PANGGANG,3,3,57,111
2/28/2018,PRAMUKA/PANGGANG,3,3,48,77
2/1/2018,KELAPA,2,2,125,17
2/2/2018,KELAPA,4,4,75,54
2/3/2018,KELAPA,2,3,43,148
2/4/2018,KELAPA,4,4,74,84
2/5/2018,KELAPA,4,4,172,104
2/6/2018,KELAPA,1,4,149,141
2/7/2018,KELAPA,4,4,101,101
2/8/2018,KELAPA,3,4,85,85
2/9/2018,KELAPA,4,4,79,87
2/10/2018,KELAPA,3,4,113,123
2/11/2018,KELAPA,5,4,253,99
2/12/2018,KELAPA,2,4,71,105
2/13/2018,KELAPA,4,3,112,112
2/14/2018,KELAPA,2,5,57,73
2/15/2018,KELAPA,4,4,88,116
2/16/2018,KELAPA,3,3,80,301
2/17/2018,KELAPA,4,4,56,111
2/18/2018,KELAPA,3,3,127,58
2/19/2018,KELAPA,3,4,109,76
2/20/2018,KELAPA,4,5,109,119
2/21/2018,KELAPA,3,4,103,67
2/22/2018,KELAPA,5,4,69,113
2/23/2018,KELAPA,3,3,83,109
2/24/2018,KELAPA,3,4,103,133
2/25/2018,KELAPA,4,3,250,68
2/26/2018,KELAPA,4,5,71,69
2/27/2018,KELAPA,3,2,58,57
2/28/2018,KELAPA,4,6,99,115
2/1/2018,HARAPAN,4,3,70,43
2/2/2018,HARAPAN,3,2,39,112
2/3/2018,HARAPAN,2,5,80,789
2/4/2018,HARAPAN,5,2,807,47
2/5/2018,HARAPAN,1,3,7,50
2/6/2018,HARAPAN,1,2,10,18
2/7/2018,HARAPAN,2,2,22,8
2/8/2018,HARAPAN,2,1,51,6
2/9/2018,HARAPAN,2,1,14,17
2/10/2018,HARAPAN,5,1,456,8
2/11/2018,HARAPAN,4,1,540,4
2/12/2018,HARAPAN,1,2,2,55
2/13/2018,HARAPAN,2,1,11,11
2/14/2018,HARAPAN,1,1,8,10
2/15/2018,HARAPAN,3,1,28,4
2/16/2018,HARAPAN,5,7,36,839
2/17/2018,HARAPAN,5,6,551,556
2/18/2018,HARAPAN,6,2,852,22
2/19/2018,HARAPAN,2,3,40,104
2/20/2018,HARAPAN,1,2,4,26
2/21/2018,HARAPAN,2,1,12,21
2/22/2018,HARAPAN,2,1,18,5
2/23/2018,HARAPAN,2,2,85,114
2/24/2018,HARAPAN,1,4,27,463
2/25/2018,HARAPAN,3,1,295,10
2/26/2018,HARAPAN,1,4,15,72
2/27/2018,HARAPAN,2,3,13,50
2/28/2018,HARAPAN,2,2,17,13
3/1/2018,P. MUARA ANGKE,5,6,281,221
3/2/2018,P. MUARA ANGKE,7,20,511,445
3/3/2018,P. MUARA ANGKE,21,4,2809,215
3/4/2018,P. MUARA ANGKE,5,19,297,2657
3/5/2018,P. MUARA ANGKE,8,4,408,254
3/6/2018,P. MUARA ANGKE,5,6,420,476
3/7/2018,P. MUARA ANGKE,5,6,318,351
3/8/2018,P. MUARA ANGKE,5,5,252,278
3/9/2018,P. MUARA ANGKE,5,16,376,357
3/10/2018,P. MUARA ANGKE,17,7,2790,286
3/11/2018,P. MUARA ANGKE,6,16,424,2292
3/12/2018,P. MUARA ANGKE,7,4,261,344
3/13/2018,P. MUARA ANGKE,5,6,329,249
3/14/2018,P. MUARA ANGKE,7,6,486,230
3/15/2018,P. MUARA ANGKE,6,9,229,393
3/16/2018,P. MUARA ANGKE,11,30,777,349
3/17/2018,P. MUARA ANGKE,39,9,7641,412
3/18/2018,P. MUARA ANGKE,7,41,269,7297
3/19/2018,P. MUARA ANGKE,14,5,334,259
3/20/2018,P. MUARA ANGKE,6,4,207,214
3/21/2018,P. MUARA ANGKE,7,6,416,258
3/22/2018,P. MUARA ANGKE,5,6,203,380
3/23/2018,P. MUARA ANGKE,6,19,354,373
3/24/2018,P. MUARA ANGKE,20,5,2469,230
3/25/2018,P. MUARA ANGKE,6,17,436,2286
3/26/2018,P. MUARA ANGKE,7,5,448,354
3/27/2018,P. MUARA ANGKE,6,6,312,394
3/28/2018,P. MUARA ANGKE,7,6,367,370
3/29/2018,P. MUARA ANGKE,5,26,357,257
3/30/2018,P. MUARA ANGKE,32,25,6390,435
3/31/2018,P. MUARA ANGKE,24,28,3287,4231
